Account Number,Financial Month,Date,Transaction No,Transaction Type,Trans Type Category,Transaction Note,Trans In Amount ,Trans Out Amount
470,23-Dec,08-Dec-23,47001564,1,COUNTER,Not Available,0,-300
470,23-Dec,15-Dec-23,47013454,SD,EFT,Not Available,75,0
470,23-Dec,22-Dec-23,47030054,SD,EFT,Not Available,75,0
470,23-Dec,29-Dec-23,47043373,SD,EFT,Not Available,75,0
474,23-Dec,15-Dec-23,47014983,SCR,EFT,Not Available,50,0
474,23-Dec,15-Dec-23,47015067,SO,EFT,Not Available,0,-50
474,23-Dec,15-Dec-23,47015068,SO,EFT,Not Available,50,0
491,23-Dec,07-Dec-23,46994102,SD,EFT,Not Available,20,0
491,23-Dec,14-Dec-23,47010030,SD,EFT,Not Available,20,0
491,23-Dec,21-Dec-23,47026478,SD,EFT,Not Available,20,0
491,23-Dec,28-Dec-23,47040774,SD,EFT,Not Available,20,0
495,23-Dec,07-Dec-23,46996058,SCR,EFT,Not Available,190.5,0
495,23-Dec,07-Dec-23,46996092,SO,EFT,Not Available,0,-190.5
495,23-Dec,07-Dec-23,46996093,SO,EFT,Not Available,170.5,0
495,23-Dec,14-Dec-23,47012806,SCR,EFT,Not Available,381,0
495,23-Dec,14-Dec-23,47012888,SO,EFT,Not Available,0,-381
495,23-Dec,14-Dec-23,47012889,SO,EFT,Not Available,361,0
495,23-Dec,18-Dec-23,47021907,N,COUNTER,Not Available,"1,100.00",0
495,23-Dec,18-Dec-23,47021908,N,COUNTER,Not Available,0,"-1,100.00"
495,23-Dec,18-Dec-23,47022453,N,COUNTER,Not Available,190.5,-190.5
495,23-Dec,21-Dec-23,47029051,SCR,EFT,Not Available,190.5,0
495,23-Dec,21-Dec-23,47029190,SO,EFT,Not Available,0,-190.5
495,23-Dec,21-Dec-23,47029191,SO,EFT,Not Available,170.5,0
497,23-Dec,01-Dec-23,46982953,MP04,POS,Not Available,0,-279.96
497,23-Dec,05-Dec-23,46991694,MP04,POS,Not Available,0,-154.9
497,23-Dec,05-Dec-23,46992128,N,COUNTER,Not Available,700,0
497,23-Dec,06-Dec-23,46992915,MP04,POS,Not Available,0,-97.47
497,23-Dec,07-Dec-23,46994103,SD,EFT,Not Available,75,0
497,23-Dec,07-Dec-23,46995791,MP04,POS,Not Available,0,-174.9
497,23-Dec,12-Dec-23,47007784,MP04,POS,Not Available,0,-77
497,23-Dec,13-Dec-23,47008861,MP04,POS,Not Available,0,-30.5
497,23-Dec,14-Dec-23,47010031,SD,EFT,Not Available,75,0
497,23-Dec,15-Dec-23,47016690,N,COUNTER,Not Available,0,-800
497,23-Dec,21-Dec-23,47026479,SD,EFT,Not Available,75,0
497,23-Dec,28-Dec-23,47040775,SD,EFT,Not Available,75,0
508,23-Dec,01-Dec-23,46985246,1,COUNTER,Not Available,10,0
508,23-Dec,08-Dec-23,47001604,1,COUNTER,Not Available,10,0
508,23-Dec,15-Dec-23,47017458,1,COUNTER,Not Available,10,0
508,23-Dec,21-Dec-23,47029611,1,COUNTER,Not Available,10,0
514,23-Dec,01-Dec-23,46984317,0,COUNTER,Not Available,120,0
514,23-Dec,01-Dec-23,46984318,N,COUNTER,Not Available,10,0
514,23-Dec,15-Dec-23,47016640,0,COUNTER,Not Available,120,0
514,23-Dec,15-Dec-23,47016642,N,COUNTER,Not Available,10,0
517,23-Dec,01-Dec-23,46980812,SD,EFT,Not Available,30,0
517,23-Dec,08-Dec-23,46997819,SD,EFT,Not Available,30,0
517,23-Dec,15-Dec-23,47013455,SD,EFT,Not Available,30,0
517,23-Dec,22-Dec-23,47030055,SD,EFT,Not Available,30,0
517,23-Dec,29-Dec-23,47043374,SD,EFT,Not Available,30,0
518,23-Dec,01-Dec-23,46985128,1,COUNTER,Not Available,50,0
518,23-Dec,08-Dec-23,47001608,1,COUNTER,Not Available,50,0
518,23-Dec,15-Dec-23,47017414,1,COUNTER,Not Available,50,0
518,23-Dec,22-Dec-23,47034346,1,COUNTER,Not Available,50,0
519,23-Dec,04-Dec-23,46989055,N,COUNTER,Not Available,50,0
519,23-Dec,11-Dec-23,47005512,N,COUNTER,Not Available,50,0
519,23-Dec,18-Dec-23,47021507,N,COUNTER,Not Available,50,0
520,23-Dec,31-Dec-23,47049314,CDRW,Not Available,Not Available,0,-38.5
522,23-Dec,08-Dec-23,47001633,0,COUNTER,Not Available,50,0
522,23-Dec,08-Dec-23,47001636,N,COUNTER,Not Available,50,0
522,23-Dec,15-Dec-23,47017530,0,COUNTER,Not Available,50,0
522,23-Dec,15-Dec-23,47017531,N,COUNTER,Not Available,50,0
522,23-Dec,21-Dec-23,47029682,0,COUNTER,Not Available,50,0
522,23-Dec,21-Dec-23,47029683,N,COUNTER,Not Available,50,0
522,23-Dec,29-Dec-23,47046499,0,COUNTER,Not Available,50,0
522,23-Dec,29-Dec-23,47046501,N,COUNTER,Not Available,50,0
529,23-Dec,01-Dec-23,46982312,SCR,EFT,Not Available,11.53,0
529,23-Dec,01-Dec-23,46982766,SO,EFT,Not Available,0,-11.53
529,23-Dec,01-Dec-23,46982767,SO,EFT,Not Available,11.53,0
529,23-Dec,01-Dec-23,46985027,1,COUNTER,Not Available,0,-50
529,23-Dec,05-Dec-23,46992113,1,COUNTER,Not Available,0,-50
529,23-Dec,13-Dec-23,47009600,1,COUNTER,Not Available,0,-50
529,23-Dec,18-Dec-23,47020351,SCR,EFT,Not Available,60.69,0
529,23-Dec,18-Dec-23,47020475,SO,EFT,Not Available,0,-60.69
529,23-Dec,18-Dec-23,47020476,SO,EFT,Not Available,60.69,0
529,23-Dec,22-Dec-23,47033759,1,COUNTER,Not Available,0,-100
529,23-Dec,29-Dec-23,47047008,1,COUNTER,Not Available,0,-100
546,23-Dec,06-Dec-23,46992583,WFER,WEB,Not Available,0,-80
546,23-Dec,15-Dec-23,47015892,SCR,EFT,Not Available,250,0
546,23-Dec,15-Dec-23,47016102,SO,EFT,Not Available,0,-250
546,23-Dec,15-Dec-23,47016103,SO,EFT,Not Available,250,0
546,23-Dec,15-Dec-23,47017839,WFER,WEB,Not Available,0,-20
546,23-Dec,15-Dec-23,47017840,WFER,WEB,Not Available,0,-80
546,23-Dec,15-Dec-23,47017841,WFER,WEB,Not Available,0,-300
546,23-Dec,20-Dec-23,47026425,WFER,WEB,Not Available,0,-500
552,23-Dec,12-Dec-23,47008116,1,COUNTER,Not Available,0,"-1,500.00"
552,23-Dec,18-Dec-23,47021684,1,COUNTER,Not Available,0,-300
552,23-Dec,18-Dec-23,47021693,SCR,EFT,Not Available,"1,000.00",0
552,23-Dec,18-Dec-23,47021777,SO,EFT,Not Available,0,"-1,000.00"
552,23-Dec,18-Dec-23,47021778,SO,EFT,Not Available,"1,000.00",0
552,23-Dec,20-Dec-23,47025825,1,COUNTER,Not Available,0,"-1,000.00"
554,23-Dec,01-Dec-23,46984176,1,COUNTER,Not Available,0,-300
554,23-Dec,04-Dec-23,46989026,1,COUNTER,Not Available,30,0
554,23-Dec,11-Dec-23,47005254,1,COUNTER,Not Available,30,0
554,23-Dec,18-Dec-23,47021216,1,COUNTER,Not Available,60,0
556,23-Dec,04-Dec-23,46989025,1,COUNTER,Not Available,30,0
556,23-Dec,11-Dec-23,47005253,1,COUNTER,Not Available,30,0
556,23-Dec,18-Dec-23,47021250,1,COUNTER,Not Available,0,-350
563,23-Dec,08-Dec-23,47001950,N,COUNTER,Not Available,220,0
563,23-Dec,15-Dec-23,47016753,N,COUNTER,Not Available,0,"-1,000.00"
563,23-Dec,22-Dec-23,47034639,DCT,Not Available,Not Available,220,0
570,23-Dec,04-Dec-23,46989028,1,COUNTER,Not Available,10,0
570,23-Dec,11-Dec-23,47005255,1,COUNTER,Not Available,10,0
570,23-Dec,18-Dec-23,47021202,1,COUNTER,Not Available,20,0
572,23-Dec,01-Dec-23,46980813,SD,EFT,Not Available,160,0
572,23-Dec,08-Dec-23,46997820,SD,EFT,Not Available,160,0
572,23-Dec,15-Dec-23,47013456,SD,EFT,Not Available,160,0
572,23-Dec,22-Dec-23,47030056,SD,EFT,Not Available,160,0
572,23-Dec,29-Dec-23,47043375,SD,EFT,Not Available,160,0
578,23-Dec,05-Dec-23,46991329,SCR,EFT,Not Available,10,0
578,23-Dec,05-Dec-23,46991345,SO,EFT,Not Available,0,-10
578,23-Dec,05-Dec-23,46991346,SO,EFT,Not Available,10,0
581,23-Dec,06-Dec-23,46994042,XRS,EFT,Not Available,43,0
581,23-Dec,14-Dec-23,47010583,XRS,EFT,Not Available,43,0
581,23-Dec,21-Dec-23,47027043,XRS,EFT,Not Available,43,0
581,23-Dec,28-Dec-23,47041332,XRS,EFT,Not Available,43,0
584,23-Dec,06-Dec-23,46993631,SCR,EFT,Not Available,25,0
584,23-Dec,06-Dec-23,46993643,SO,EFT,Not Available,0,-25
584,23-Dec,06-Dec-23,46993644,SO,EFT,Not Available,25,0
584,23-Dec,13-Dec-23,47009635,SCR,EFT,Not Available,25,0
584,23-Dec,13-Dec-23,47009684,SO,EFT,Not Available,0,-25
584,23-Dec,13-Dec-23,47009685,SO,EFT,Not Available,25,0
584,23-Dec,20-Dec-23,47025993,SCR,EFT,Not Available,25,0
584,23-Dec,20-Dec-23,47026027,SO,EFT,Not Available,0,-25
584,23-Dec,20-Dec-23,47026028,SO,EFT,Not Available,25,0
584,23-Dec,28-Dec-23,47042825,SCR,EFT,Not Available,25,0
584,23-Dec,28-Dec-23,47043039,SO,EFT,Not Available,0,-25
584,23-Dec,28-Dec-23,47043040,SO,EFT,Not Available,25,0
587,23-Dec,06-Dec-23,46992404,SD,EFT,Not Available,170,0
587,23-Dec,20-Dec-23,47024526,SD,EFT,Not Available,170,0
589,23-Dec,07-Dec-23,46994911,SCR,EFT,Not Available,62.3,0
589,23-Dec,07-Dec-23,46995189,SO,EFT,Not Available,0,-62.3
589,23-Dec,07-Dec-23,46995190,SO,EFT,Not Available,62.3,0
589,23-Dec,14-Dec-23,47010873,SCR,EFT,Not Available,62.3,0
589,23-Dec,14-Dec-23,47010937,SO,EFT,Not Available,0,-62.3
589,23-Dec,14-Dec-23,47010938,SO,EFT,Not Available,62.3,0
589,23-Dec,18-Dec-23,47020411,SCR,EFT,Not Available,62.31,0
589,23-Dec,18-Dec-23,47020571,SO,EFT,Not Available,0,-62.31
589,23-Dec,18-Dec-23,47020572,SO,EFT,Not Available,62.31,0
589,23-Dec,28-Dec-23,47041472,SCR,EFT,Not Available,62.3,0
589,23-Dec,28-Dec-23,47041633,SO,EFT,Not Available,0,-62.3
589,23-Dec,28-Dec-23,47041634,SO,EFT,Not Available,62.3,0
590,23-Dec,04-Dec-23,46989421,1,COUNTER,Not Available,5,0
590,23-Dec,08-Dec-23,47001931,1,COUNTER,Not Available,5,0
590,23-Dec,15-Dec-23,47017402,1,COUNTER,Not Available,5,0
590,23-Dec,29-Dec-23,47047373,1,COUNTER,Not Available,5,0
591,23-Dec,12-Dec-23,47008371,1,COUNTER,Not Available,42,0
591,23-Dec,13-Dec-23,47009861,1,COUNTER,Not Available,0,"-3,250.00"
591,23-Dec,13-Dec-23,47009909,1,COUNTER,Not Available,0,"-10,418.43"
591,23-Dec,13-Dec-23,47009929,N,COUNTER,Not Available,0,-0.4
599,23-Dec,07-Dec-23,46994104,SD,EFT,Not Available,140,0
599,23-Dec,14-Dec-23,47010032,SD,EFT,Not Available,140,0
599,23-Dec,21-Dec-23,47026480,SD,EFT,Not Available,140,0
599,23-Dec,28-Dec-23,47040776,SD,EFT,Not Available,140,0
600,23-Dec,01-Dec-23,46980814,SD,EFT,Not Available,130,0
600,23-Dec,08-Dec-23,46997821,SD,EFT,Not Available,130,0
600,23-Dec,15-Dec-23,47013457,SD,EFT,Not Available,130,0
600,23-Dec,22-Dec-23,47030057,SD,EFT,Not Available,130,0
600,23-Dec,29-Dec-23,47043376,SD,EFT,Not Available,130,0
601,23-Dec,08-Dec-23,47000954,DCT,Not Available,Not Available,60,0
602,23-Dec,20-Dec-23,47026126,N,COUNTER,Not Available,0,-800
609,23-Dec,07-Dec-23,46994822,SCR,EFT,Not Available,250,0
609,23-Dec,07-Dec-23,46995117,SO,EFT,Not Available,0,-250
609,23-Dec,07-Dec-23,46995118,SO,EFT,Not Available,210,0
609,23-Dec,21-Dec-23,47027246,SCR,EFT,Not Available,250,0
609,23-Dec,21-Dec-23,47027519,SO,EFT,Not Available,0,-250
609,23-Dec,21-Dec-23,47027520,SO,EFT,Not Available,210,0
609,23-Dec,22-Dec-23,47031696,SCR,EFT,Not Available,250,0
609,23-Dec,22-Dec-23,47031983,SO,EFT,Not Available,0,-250
609,23-Dec,22-Dec-23,47031984,SO,EFT,Not Available,210,0
610,23-Dec,04-Dec-23,46989388,1,COUNTER,Not Available,20,0
610,23-Dec,18-Dec-23,47021872,1,COUNTER,Not Available,20,0
612,23-Dec,28-Dec-23,47042775,SCR,EFT,Not Available,400,0
612,23-Dec,28-Dec-23,47042889,SO,EFT,Not Available,0,-400
612,23-Dec,28-Dec-23,47042890,SO,EFT,Not Available,400,0
635,23-Dec,01-Dec-23,46980813,SD,EFT,Not Available,30,0
635,23-Dec,05-Dec-23,46991693,1,COUNTER,Not Available,0,-100
635,23-Dec,08-Dec-23,46997820,SD,EFT,Not Available,30,0
635,23-Dec,15-Dec-23,47013456,SD,EFT,Not Available,30,0
635,23-Dec,22-Dec-23,47030056,SD,EFT,Not Available,30,0
635,23-Dec,29-Dec-23,47043375,SD,EFT,Not Available,30,0
646,23-Dec,13-Dec-23,47009589,N,COUNTER,Not Available,5,0
646,23-Dec,19-Dec-23,47023725,N,COUNTER,Not Available,10,0
649,23-Dec,07-Dec-23,46994782,SCR,EFT,Not Available,178.52,0
649,23-Dec,07-Dec-23,46995083,SO,EFT,Not Available,0,-178.52
649,23-Dec,07-Dec-23,46995084,SO,EFT,Not Available,178.52,0
649,23-Dec,20-Dec-23,47024805,SCR,EFT,Not Available,178.53,0
649,23-Dec,20-Dec-23,47024973,SO,EFT,Not Available,0,-178.53
649,23-Dec,20-Dec-23,47024974,SO,EFT,Not Available,178.53,0
654,23-Dec,12-Dec-23,47008315,1,COUNTER,Not Available,20,0
656,23-Dec,01-Dec-23,46985415,N,COUNTER,Not Available,200,-200
656,23-Dec,01-Dec-23,46985418,N,COUNTER,Not Available,0,"-2,640.00"
656,23-Dec,05-Dec-23,46992056,SDD,EFT,Not Available,0,-58.8
656,23-Dec,07-Dec-23,46997473,1,COUNTER,Not Available,309,0
656,23-Dec,07-Dec-23,46997474,1,COUNTER,Not Available,0,-307.84
656,23-Dec,15-Dec-23,47016261,1,COUNTER,Not Available,645,0
656,23-Dec,15-Dec-23,47016263,1,COUNTER,Not Available,0,-645
656,23-Dec,15-Dec-23,47016335,1,COUNTER,Not Available,53.72,0
656,23-Dec,15-Dec-23,47016352,1,COUNTER,Not Available,0,-50
656,23-Dec,20-Dec-23,47024757,SCR,EFT,Not Available,"2,951.24",0
656,23-Dec,21-Dec-23,47028932,SDD,EFT,Not Available,0,-24
656,23-Dec,22-Dec-23,47033641,N,COUNTER,Not Available,200,-200
656,23-Dec,22-Dec-23,47033644,N,COUNTER,Not Available,0,"-2,630.00"
660,23-Dec,01-Dec-23,46984225,1,COUNTER,Not Available,175,0
660,23-Dec,15-Dec-23,47017429,1,COUNTER,Not Available,0,-350
663,23-Dec,07-Dec-23,46994105,SD,EFT,Not Available,10,0
663,23-Dec,14-Dec-23,47010033,SD,EFT,Not Available,10,0
663,23-Dec,21-Dec-23,47026481,SD,EFT,Not Available,10,0
663,23-Dec,28-Dec-23,47040777,SD,EFT,Not Available,10,0
664,23-Dec,27-Dec-23,47040433,SCR,EFT,Not Available,900,0
664,23-Dec,27-Dec-23,47040461,SO,EFT,Not Available,0,-900
664,23-Dec,27-Dec-23,47040462,SO,EFT,Not Available,900,0
669,23-Dec,18-Dec-23,47022253,1,COUNTER,Not Available,"1,157.00",0
669,23-Dec,18-Dec-23,47022255,1,COUNTER,Not Available,0,"-3,000.00"
669,23-Dec,21-Dec-23,47028849,1,COUNTER,Not Available,0,"-3,000.00"
673,23-Dec,18-Dec-23,47021612,1,COUNTER,Not Available,0,"-3,000.00"
673,23-Dec,18-Dec-23,47021692,SCR,EFT,Not Available,415,0
673,23-Dec,18-Dec-23,47021775,SO,EFT,Not Available,0,-415
673,23-Dec,18-Dec-23,47021776,SO,EFT,Not Available,415,0
686,23-Dec,01-Dec-23,46985071,N,COUNTER,Not Available,50,0
686,23-Dec,01-Dec-23,46985076,0,COUNTER,Not Available,162,0
686,23-Dec,15-Dec-23,47016877,0,COUNTER,Not Available,162,0
686,23-Dec,15-Dec-23,47016880,N,COUNTER,Not Available,50,0
686,23-Dec,29-Dec-23,47047061,0,COUNTER,Not Available,162,0
686,23-Dec,29-Dec-23,47047064,N,COUNTER,Not Available,50,0
687,23-Dec,11-Dec-23,47004848,MP04,POS,Not Available,0,-60.05
687,23-Dec,11-Dec-23,47005362,MP03,POS,Not Available,0,-34.85
687,23-Dec,11-Dec-23,47005375,MP04,POS,Not Available,0,-537.5
687,23-Dec,11-Dec-23,47005560,MP03,POS,Not Available,0,-14
687,23-Dec,12-Dec-23,47006863,MP04,POS,Not Available,0,-56.97
687,23-Dec,20-Dec-23,47025535,WFER,WEB,Not Available,0,"-2,300.00"
687,23-Dec,21-Dec-23,47028032,MP04,POS,Not Available,0,-99.99
687,23-Dec,21-Dec-23,47028103,MP03,POS,Not Available,0,-46.99
687,23-Dec,24-Dec-23,47036601,MP04,POS,Not Available,0,-34.99
688,23-Dec,08-Dec-23,47002095,XRS,EFT,Not Available,70,0
688,23-Dec,23-Dec-23,47034927,XRS,EFT,Not Available,70,0
693,23-Dec,08-Dec-23,47001617,1,COUNTER,Not Available,200,0
695,23-Dec,01-Dec-23,46985632,XRS,EFT,Not Available,20,0
695,23-Dec,11-Dec-23,47005505,XRS,EFT,Not Available,45,0
695,23-Dec,18-Dec-23,47021186,XRS,EFT,Not Available,45,0
695,23-Dec,29-Dec-23,47045742,XRS,EFT,Not Available,45,0
698,23-Dec,05-Dec-23,46992348,XRS,EFT,Not Available,200,0
701,23-Dec,04-Dec-23,46989016,N,COUNTER,Not Available,25,0
701,23-Dec,11-Dec-23,47005938,N,COUNTER,Not Available,25,0
701,23-Dec,15-Dec-23,47017380,SDD,EFT,Not Available,0,-55.89
701,23-Dec,20-Dec-23,47026106,N,COUNTER,Not Available,25,0
708,23-Dec,14-Dec-23,47012547,DCT,Not Available,Not Available,45,0
709,23-Dec,01-Dec-23,46984987,5,COUNTER,Not Available,30,0
709,23-Dec,08-Dec-23,47001542,5,COUNTER,Not Available,30,0
709,23-Dec,15-Dec-23,47017489,5,COUNTER,Not Available,30,0
709,23-Dec,21-Dec-23,47029846,5,COUNTER,Not Available,30,0
709,23-Dec,29-Dec-23,47047123,5,COUNTER,Not Available,30,0
722,23-Dec,07-Dec-23,46994110,SD,EFT,Not Available,35,0
722,23-Dec,14-Dec-23,47010039,SD,EFT,Not Available,35,0
722,23-Dec,21-Dec-23,47026486,SD,EFT,Not Available,35,0
722,23-Dec,28-Dec-23,47040783,SD,EFT,Not Available,35,0
733,23-Dec,01-Dec-23,46982383,SCR,EFT,Not Available,11.53,0
733,23-Dec,01-Dec-23,46982418,SCR,EFT,Not Available,238.5,0
733,23-Dec,01-Dec-23,46982666,SO,EFT,Not Available,0,-11.53
733,23-Dec,01-Dec-23,46982667,SO,EFT,Not Available,11.53,0
733,23-Dec,01-Dec-23,46982806,SO,EFT,Not Available,0,-238.5
733,23-Dec,01-Dec-23,46982807,SO,EFT,Not Available,238.5,0
733,23-Dec,05-Dec-23,46990351,SCR,EFT,Not Available,35.65,0
733,23-Dec,05-Dec-23,46990408,SO,EFT,Not Available,0,-35.65
733,23-Dec,05-Dec-23,46990409,SO,EFT,Not Available,35.65,0
733,23-Dec,08-Dec-23,46999246,SCR,EFT,Not Available,477,0
733,23-Dec,08-Dec-23,46999425,SO,EFT,Not Available,0,-477
733,23-Dec,08-Dec-23,46999426,SO,EFT,Not Available,477,0
733,23-Dec,15-Dec-23,47014955,SCR,EFT,Not Available,238.5,0
733,23-Dec,15-Dec-23,47015273,SO,EFT,Not Available,0,-238.5
733,23-Dec,15-Dec-23,47015274,SO,EFT,Not Available,238.5,0
733,23-Dec,21-Dec-23,47027365,SCR,EFT,Not Available,219.12,0
733,23-Dec,21-Dec-23,47027385,SO,EFT,Not Available,0,-219.12
733,23-Dec,21-Dec-23,47027386,SO,EFT,Not Available,219.12,0
733,23-Dec,22-Dec-23,47031750,SCR,EFT,Not Available,477,0
733,23-Dec,22-Dec-23,47031991,SO,EFT,Not Available,0,-477
733,23-Dec,22-Dec-23,47031992,SO,EFT,Not Available,477,0
734,23-Dec,01-Dec-23,46985634,XRS,EFT,Not Available,100,0
734,23-Dec,16-Dec-23,47018090,XRS,EFT,Not Available,100,0
734,23-Dec,30-Dec-23,47047746,XRS,EFT,Not Available,100,0
748,23-Dec,01-Dec-23,46984266,1,COUNTER,Not Available,5,0
748,23-Dec,08-Dec-23,47000835,1,COUNTER,Not Available,5,0
748,23-Dec,15-Dec-23,47017694,1,COUNTER,Not Available,5,0
748,23-Dec,22-Dec-23,47033594,1,COUNTER,Not Available,5,0
748,23-Dec,29-Dec-23,47046304,1,COUNTER,Not Available,5,0
760,23-Dec,01-Dec-23,46982447,SCR,EFT,Not Available,529.68,0
760,23-Dec,01-Dec-23,46982730,SO,EFT,Not Available,0,-529.68
760,23-Dec,01-Dec-23,46982731,SO,EFT,Not Available,529.68,0
760,23-Dec,08-Dec-23,46999217,SCR,EFT,Not Available,626.98,0
760,23-Dec,08-Dec-23,46999483,SO,EFT,Not Available,0,-626.98
760,23-Dec,08-Dec-23,46999484,SO,EFT,Not Available,626.98,0
760,23-Dec,13-Dec-23,47009769,N,COUNTER,Not Available,0,"-2,000.00"
760,23-Dec,15-Dec-23,47014818,SCR,EFT,Not Available,329.68,0
760,23-Dec,15-Dec-23,47015257,SO,EFT,Not Available,0,-329.68
760,23-Dec,15-Dec-23,47015258,SO,EFT,Not Available,329.68,0
760,23-Dec,22-Dec-23,47031465,SCR,EFT,Not Available,665.6,0
760,23-Dec,22-Dec-23,47032001,SO,EFT,Not Available,0,-665.6
760,23-Dec,22-Dec-23,47032002,SO,EFT,Not Available,665.6,0
760,23-Dec,29-Dec-23,47046925,SDD,EFT,Not Available,0,-27.27
764,23-Dec,21-Dec-23,47027044,XRS,EFT,Not Available,450,0
765,23-Dec,07-Dec-23,46994106,SD,EFT,Not Available,100,0
765,23-Dec,14-Dec-23,47010034,SD,EFT,Not Available,100,0
765,23-Dec,21-Dec-23,47026482,SD,EFT,Not Available,100,0
765,23-Dec,28-Dec-23,47040778,SD,EFT,Not Available,100,0
772,23-Dec,01-Dec-23,46980815,SD,EFT,Not Available,50,0
772,23-Dec,08-Dec-23,46997822,SD,EFT,Not Available,50,0
772,23-Dec,15-Dec-23,47013458,SD,EFT,Not Available,50,0
772,23-Dec,22-Dec-23,47030058,SD,EFT,Not Available,50,0
772,23-Dec,29-Dec-23,47043377,SD,EFT,Not Available,50,0
776,23-Dec,01-Dec-23,46982317,SCR,EFT,Not Available,265.3,0
776,23-Dec,01-Dec-23,46982768,SO,EFT,Not Available,0,-265.3
776,23-Dec,01-Dec-23,46982769,SO,EFT,Not Available,265.3,0
776,23-Dec,03-Dec-23,46987179,MP03,POS,Not Available,0,-17.5
776,23-Dec,03-Dec-23,46987493,MP04,POS,Not Available,0,-84.54
776,23-Dec,04-Dec-23,46988140,SCR,EFT,Not Available,75,0
776,23-Dec,04-Dec-23,46988162,SO,EFT,Not Available,0,-75
776,23-Dec,04-Dec-23,46988163,SO,EFT,Not Available,75,0
776,23-Dec,04-Dec-23,46988403,MP03,POS,Not Available,0,-1.6
776,23-Dec,04-Dec-23,46988494,MP03,POS,Not Available,0,-9.57
776,23-Dec,06-Dec-23,46992910,MP04,POS,Not Available,0,-49
776,23-Dec,06-Dec-23,46993168,MP03,POS,Not Available,0,-28.8
776,23-Dec,06-Dec-23,46993316,MP03,POS,Not Available,0,-49.99
776,23-Dec,07-Dec-23,46994949,SCR,EFT,Not Available,274,0
776,23-Dec,07-Dec-23,46995219,SO,EFT,Not Available,0,-274
776,23-Dec,07-Dec-23,46995220,SO,EFT,Not Available,274,0
776,23-Dec,07-Dec-23,46995442,MP03,POS,Not Available,0,-30.55
776,23-Dec,08-Dec-23,46999198,SCR,EFT,Not Available,530.6,0
776,23-Dec,08-Dec-23,46999515,SO,EFT,Not Available,0,-530.6
776,23-Dec,08-Dec-23,46999516,SO,EFT,Not Available,530.6,0
776,23-Dec,08-Dec-23,47000218,MP04,POS,Not Available,0,-100
776,23-Dec,09-Dec-23,47002439,MP03,POS,Not Available,0,-44.99
776,23-Dec,09-Dec-23,47002565,MP04,POS,Not Available,0,-68
776,23-Dec,09-Dec-23,47002916,MP03,POS,Not Available,0,-25.14
776,23-Dec,09-Dec-23,47002990,DBRF,MISC,Not Available,49.99,0
776,23-Dec,09-Dec-23,47003235,MP03,POS,Not Available,0,-19.12
776,23-Dec,12-Dec-23,47006907,MP04,POS,Not Available,0,-75
776,23-Dec,12-Dec-23,47006924,MP03,POS,Not Available,0,-15.01
776,23-Dec,12-Dec-23,47006926,MP03,POS,Not Available,0,-4.25
776,23-Dec,14-Dec-23,47010724,SCR,EFT,Not Available,137,0
776,23-Dec,14-Dec-23,47011119,SO,EFT,Not Available,0,-137
776,23-Dec,14-Dec-23,47011120,SO,EFT,Not Available,137,0
776,23-Dec,14-Dec-23,47011694,MP04,POS,Not Available,0,-76.71
776,23-Dec,15-Dec-23,47014882,SCR,EFT,Not Available,265.3,0
776,23-Dec,15-Dec-23,47015225,SO,EFT,Not Available,0,-265.3
776,23-Dec,15-Dec-23,47015226,SO,EFT,Not Available,265.3,0
776,23-Dec,15-Dec-23,47017387,SDD,EFT,Not Available,0,-110.52
776,23-Dec,16-Dec-23,47018402,MP03,POS,Not Available,0,-10.46
776,23-Dec,16-Dec-23,47018729,MP03,POS,Not Available,0,-44.68
776,23-Dec,18-Dec-23,47020374,SCR,EFT,Not Available,75,0
776,23-Dec,18-Dec-23,47020523,SO,EFT,Not Available,0,-75
776,23-Dec,18-Dec-23,47020524,SO,EFT,Not Available,75,0
776,23-Dec,18-Dec-23,47020771,MP04,POS,Not Available,0,-82.89
776,23-Dec,18-Dec-23,47021382,MP04,POS,Not Available,0,-39.48
776,23-Dec,19-Dec-23,47022911,DBRF,MISC,Not Available,5.99,0
776,23-Dec,19-Dec-23,47022922,MP04,POS,Not Available,0,-66.2
776,23-Dec,19-Dec-23,47023445,MP03,POS,Not Available,0,-20.75
776,23-Dec,20-Dec-23,47025673,MP04,POS,Not Available,0,-52.46
776,23-Dec,21-Dec-23,47027214,SCR,EFT,Not Available,274,0
776,23-Dec,21-Dec-23,47027499,SO,EFT,Not Available,0,-274
776,23-Dec,21-Dec-23,47027500,SO,EFT,Not Available,274,0
776,23-Dec,21-Dec-23,47027946,MP03,POS,Not Available,0,-32
776,23-Dec,22-Dec-23,47031627,SCR,EFT,Not Available,530.6,0
776,23-Dec,22-Dec-23,47031763,SO,EFT,Not Available,0,-530.6
776,23-Dec,22-Dec-23,47031764,SO,EFT,Not Available,530.6,0
776,23-Dec,22-Dec-23,47032293,MP03,POS,Not Available,0,-15.53
776,23-Dec,22-Dec-23,47032384,MP03,POS,Not Available,0,-31
776,23-Dec,22-Dec-23,47032589,MP03,POS,Not Available,0,-14.99
776,23-Dec,22-Dec-23,47032593,MP03,POS,Not Available,0,-5.4
776,23-Dec,22-Dec-23,47033297,MP03,POS,Not Available,0,-32.98
776,23-Dec,22-Dec-23,47033461,MP03,POS,Not Available,0,-9
